rotten_tomatoes_link,movie_info
m/house_of_sand_and_fog,"Reformed drug addict Kathy Nicolo (Jennifer Connelly) has her California coast house, which she inherited from her father, taken away by the county due to a misunderstanding about back taxes. The place is bought by Iranian immigrant Massoud Amir Behrani (Ben Kingsley), who intends to fix it up and sell it in order to provide a better life for his wife (Shohreh Aghdashloo) and son (Jonathan Ahdout). However, Kathy, desperate to get the house back, begins harassing Behrani so he will return it."
m/house_of_wax_2005,"A gang of college friends, including Wade (Jared Padalecki) and his girlfriend, Carly (Elisha Cuthbert), are en route to a school football game when they wind up with a flat tire in a ghost town. They are forced to seek help in the only place that's open: the local wax museum. Once inside the spooky and seemingly abandoned building, they find the works on display are not quite what they seem -- and the group soon discovers it's being hunted by the insane twin brothers who run the museum."
m/house_of_yes,"A man (Josh Hamilton) and his fiancee (Tori Spelling) visit his warped clan, complete with dark mansion and incestuous twin sister (Parker Posey)."
m/house_on_92nd_street,"In a story based on actual events, Nazi spies in New York City try to recruit German-American college student Bill Dietrich (William Eythe) at the height of World War II. Dietrich instead offers his services to the FBI as a double agent. Infiltrating the spy ring, which is headquartered in an East 92nd Street townhouse, Dietrich must contend with the house's beautiful owner (Signe Hasso) and, ultimately, a cache of smuggled atomic secrets that could derail the entire American war effort."
m/house_on_carroll_street,"During a time of anti-Communist paranoia, editor Emily Crane (Kelly McGillis) balks at turning over the identities of colleagues being sought by the House Un-American Activities Committee and is blacklisted as a result. After taking a job as an elderly woman's companion, her life falls into a normal rhythm -- until she checks out an argument in the house next door. Soon Emily is on the run and trying to unravel a Nazi plot. Meanwhile, Cochran (Jeff Daniels), an FBI man, tries to protect her."
m/house_on_sorority_row,"Seven sorority sisters drown their housemother (Lois Kelso Hunt), then meet the son she hid for 20 years."
m/house_on_willow_street,Desperate criminals abduct a young woman (Carlyn Burchell) from a wealthy family and hold her for ransom. What the gang doesn't realize is that her soul is possessed by a demonic force that's about to turn the tables on them.
m/house_party,"Play's parents are out of town, and he's planning the house party to end all house parties. His best friend, Kid, wants to go more than anything, knowing Sydney (Tisha Campbell-Martin), the hottest girl in school, is sure to be there. But when Kid gets into a fight at school, his father grounds him. Still determined to go, Kid sneaks out of the house and faces one calamity after another as he makes his way to Play's house and the party of the school year."
m/house_party_2,"Rapper-turned-scholar Kid (Christopher Reid) gets into college, but he runs out of cash just as classes start. Desperate for dough, he tries working in the cafeteria, but when his time spent serving slop to students starts to interfere with studying and his relationship with girlfriend Sidney (Tisha Campbell), he looks for a new plan. He calls up his old partner in partying, Play (Christopher Martin), and they organize a pajama shindig, where women dress scantily and men must pay to enter."
m/house_party_3,"After more than their share of exploits, best friends Kid and Play (Christopher Reid, Christopher Martin) are growing up: Kid is marrying his girlfriend, Veda, and Play is trying to survive in the music business. But they face major hurdles in their maturation process. While Play plans a bachelor party, handles some raucous younger cousins and deals with the arrival in town of Kid's ex-girlfriend, he also tries to bring success to a new female rap group called Sex as a Weapon."
m/house_that_dripped_blood,A Scotland Yard inspector (John Bennett) learns how four tenants of a country house met macabre fates.
m/houseboat,"Tom Winston (Cary Grant) is struggling to raise his three children on his own after his wife's death. After meeting the charming and beautiful Cinzia Zaccardi (Sophia Loren) at a concert, he hires her as a live-in nanny. Unbeknown to Tom, Cinzia is actually a European socialite on the run from her domineering father (Harry Guardino) and has absolutely no experience with cooking, cleaning or raising children. She does, however, have an interest in Tom."
m/housebound,"A would-be thief (Morgana O'Reilly) is remanded to the custody of her estranged mother (Rima Te Wiata), who turns out to be correct in her assertion that evil spirits are afoot in their family domicile."
m/houseguest,"Fast-talking con man Kevin Franklin (Sinbad) is in over his head: He owes $50,000 to the mob, and they want to collect. On the run, Franklin happens upon lawyer Gary Young (Phil Hartman) and his family, who are waiting for an old friend Young hasn't seen in 25 years. Taking the opportunity for another con -- and to save his neck -- Franklin convinces Young he's the old friend and becomes the family's houseguest. He has a great hideout from the mob, but the Mafia henchmen are still on his trail."
m/housesitter,"Architect Newton Davis (Steve Martin) is distraught when his girlfriend, Becky (Dana Delany), spurns his proposal and refuses to move into the lavish house he designed for her. Davis, who cannot imagine himself living alone in the house, shares his tale of woe with Gwen (Goldie Hawn), a dishonest waitress he thinks doesn't speak English. Complications arise when Davis, on the brink of reconciliation with Becky, discovers that Gwen has moved into the couple's soon-to-be dream home."
m/hover,"In the near future, environmental strain causes food shortages around the world. Technology provides a narrow path forward, with agricultural drones maximizing the yield from what land remains. Two compassionate caregivers, Claudia and John, work to help sick farmland inhabitants end their lives. When John dies under mysterious circumstances, the locals help Claudia uncover a deadly connection between the health of her clients and the technology that they are using."
m/how_do_you_know,"Lisa Jorgenson's (Reese Witherspoon) entire life has been defined by softball, but at 31, she is deemed too old to play and cut from the team. After being cast adrift, she begins a fling with Matty (Owen Wilson), a charming womanizer who plays professional baseball. About the same time, she goes on a blind date with George (Paul Rudd), a businessman on the hook for stock fraud. Caught in a romantic triangle with the two men, Lisa ponders the meaning of love."
m/how_green_was_my_valley,"Huw Morgan (Roddy McDowall), the academically inclined youngest son in a proud family of Welsh coal miners, witnesses the tumultuous events of his young life during a period of rapid social change. At the dawn of the 20th century, a miners' strike divides the Morgans: the sons demand improvements, and the father (Donald Crisp) doesn't want to rock the boat. Meanwhile, Huw's eldest sister, Angharad (Maureen O'Hara), pines for the new village preacher, Mr. Gruffydd (Walter Pidgeon)."
m/how_high,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade."
m/how_i_ended_this_summer,Two men at a remote Arctic base begin mistrusting each other after an important radio message.
m/how_i_live_now,"As conflict in Europe escalates, an American teen (Saoirse Ronan) fights to survive in the English countryside."
m/how_it_ends,"In the midst of an apocalypse, a man struggles to reach his pregnant wife, who is thousands of miles away."
m/how_murray_saved_christmas,
